precio,superficie_total,superficie_util,dormitorios,banos,estacionamientos,tipo
3050,59.5,55,2,1,0,Departamento
4200,78,78,3,2,1,Departamento
2800,56,53,3,1,1,Departamento
4100,65,65,2,2,1,Departamento
3990,84,75,3,2,1,Departamento
4500,87,81,3,2,1,Departamento
2778.585929,43,43,2,1,1,Departamento
1395,45,45,3,1,1,Departamento
5400,106,96,3,2,1,Departamento
2549.761205,54,54,3,2,1,Departamento
2500,68,64,3,2,0,Departamento
3595.817084,56,50,1,1,1,Departamento
2778.585929,67,67,1,1,1,Departamento
6000,75,75,2,2,1,Departamento
3950,81,70,2,2,0,Departamento
2770,62,62,3,1,1,Departamento
2745.896682,71.14,66,3,2,1,Departamento
4900,155,74,3,2,1,Departamento
2750,60,60,3,2,1,Departamento
3600,75,63.19,2,2,1,Departamento
2300,65,62,3,2,1,Departamento
1700,47,45,3,1,0,Departamento
3530.438592,70,70,3,2,1,Departamento
2950,47,47,2,1,1,Departamento
3000,49,49,2,1,1,Departamento
8300,140,140,4,4,2,Departamento
1994.044019,40,40,1,1,1,Departamento
2300,50,50,2,1,1,Departamento
5800,83,83,3,2,1,Departamento
3800,70,70,2,2,1,Departamento
7500,118,118,4,3,1,Departamento
7200,210,210,5,3,2,Departamento
2450,49,47,3,1,1,Departamento
5700,118,110,3,2,1,Departamento
3000,70,70,3,2,1,Departamento
3850,68,68,3,2,2,Departamento
8490,140,140,4,4,2,Departamento
7000,120,108,4,3,1,Departamento
4200,81,71,2,2,1,Departamento
4500,84,84,3,2,1,Departamento
1388,41,41,3,2,1,Departamento
2615.139697,68,63,3,2,1,Departamento
3100,73,73,3,2,0,Departamento
7225,137,122,2,3,1,Departamento
8200,122,113,3,2,1,Departamento
5300,1,106,3,2,1,Departamento
5800,110,90,3,2,1,Departamento
3000,56,56,2,1,1,Departamento
2400,56.26,56.26,3,1,1,Departamento
6100,110,110,3,2,1,Departamento
6100,100,100,3,2,1,Departamento
3550,74,70,3,2,2,Departamento
1797.908542,57,57,2,1,1,Departamento
2800,63.76,63.76,3,2,1,Departamento
4350,88,88,3,1,1,Departamento
4150,103,99,3,2,1,Departamento
6200,110,100,3,2,1,Departamento
5700,101,90,3,2,1,Departamento
2450,49,47,3,1,1,Departamento
2500,9000,35,1,1,1,Departamento
2615.139697,58,50,3,1,1,Departamento
2900,47,47,2,1,1,Departamento
1650,34,34,1,1,0,Departamento
2400,1,65,3,1,1,Departamento
2790,48.5,48.5,3,2,1,Departamento
3700,63,54,2,2,1,Departamento
4263,104.8,69.98,2,2,1,Departamento
3700,190,150,4,2,1,Departamento
2517.071959,62,62,3,1,1,Departamento
4950,1,77,2,2,1,Departamento
3450,62.8,60.8,2,2,1,Departamento
10308,168,148,3,3,1,Departamento
2755,66,66,2,1,1,Departamento
3700,63,63,2,2,1,Departamento
3661.195576,84,71,2,2,1,Departamento
2900,76,65,2,2,1,Departamento
6000,100,90,3,2,1,Departamento
3661.195576,76,72,3,2,1,Departamento
6500,120,120,2,2,0,Departamento
3150,73,68,3,2,1,Departamento
4200,71,65,3,2,1,Departamento
5000,109,98,3,2,1,Departamento
12400,190,190,4,3,0,Departamento
3500,76,72,3,2,1,Departamento
4413.04824,120,100,3,2,1,Departamento
3600,73,73,3,2,1,Departamento
8700,170,140,4,4,2,Departamento
2124.801004,48,48,3,1,1,Departamento
5200,85.67,80,3,2,2,Departamento
4350,88,84,3,2,1,Departamento
7000,140,140,4,3,1,Departamento
3250,116,116,3,2,2,Departamento
2419.00422,68,64,2,2,1,Departamento
4800,75,75,2,2,1,Departamento
3200,63,55,2,2,1,Departamento
6800,120,120,4,3,0,Departamento
7600,112,95,3,2,1,Departamento
3650,65,65,3,2,1,Departamento
2700,70,66,3,2,1,Departamento
5386,119,119,3,2,0,Departamento
5600,115,115,3,2,1,Departamento
3400,84,72,2,2,1,Departamento
2698,58,58,2,2,0,Departamento
8750,139.6,139.6,4,4,2,Departamento
5450,110,105,2,1,1,Departamento
7450,132,132,3,2,1,Departamento
3200,53.2,53.2,2,1,1,Departamento
4413.04824,120,100,3,2,1,Departamento
6296,99,99,3,3,1,Departamento
3200,72,72,2,2,0,Departamento
3621.75927,75,65,2,2,1,Departamento
2615.139697,63,63,3,2,1,Departamento
5780,110,105,2,1,1,Departamento
3200,62,60,3,2,1,Departamento
7000,131,120,4,3,1,Departamento
4100,84,80,2,2,1,Departamento
2942.03216,71,71,3,2,1,Departamento
2600,63,63,3,2,0,Departamento
5638,88,88,3,2,0,Departamento
4000,106,96,3,2,0,Departamento
7850,150,140,2,3,2,Departamento
2400,75,71,3,1,1,Departamento
8500,140,120,3,2,0,Departamento
3000,61,61,2,2,1,Departamento
2400,60,60,2,2,1,Departamento
8650,170,170,4,4,0,Departamento
3200,65,57,2,2,1,Departamento
5500,157,111,3,2,1,Departamento
2550,65,65,3,1,1,Departamento
4100,82,82,3,2,2,Departamento
1800,59,55,3,1,1,Departamento
2800,59,55,2,2,1,Departamento
2900,56,56,3,2,1,Departamento
3000,49,49,2,1,1,Departamento
7950,150,140,3,3,2,Departamento
3100,64,64,2,2,1,Departamento
2000,40,37,2,1,1,Departamento
5500,110,110,3,2,1,Departamento
5990,99,99,4,3,1,Departamento
1835,57,54,3,1,0,Departamento
5300,100,100,3,3,2,Departamento
3290,63,63,3,2,1,Departamento
8500,122,113,3,2,0,Departamento
2200,49,46,2,1,0,Departamento
4000,80,77,3,2,1,Departamento
10990,168,168,4,3,2,Departamento
13800,175,130,4,4,2,Departamento
3750,65,60,2,2,0,Departamento
4700,78,78,2,2,1,Departamento
4290,82,82,3,2,1,Departamento
4086.155777,87,87,3,2,0,Departamento
2778.585929,51,55,2,2,1,Departamento
2900,623,623,2,2,0,Departamento
8000,122,122,3,2,1,Departamento
3250,66,64,3,2,84,Departamento
6000,98,82,3,2,1,Departamento
8300,125,125,3,2,1,Departamento
1946,42,40.5,1,1,1,Departamento
9700,150,140,4,3,2,Departamento
5000,110,98,3,2,1,Departamento
5500,95,95,3,2,1,Departamento
2300,63,63,3,1,1,Departamento
4800,100,100,3,2,1,Departamento
3200,60,65,2,2,0,Departamento
12500,127,127,4,3,2,Departamento
12990,143,115,3,3,2,Departamento
5800,80,80,2,2,1,Departamento
6000,98,98,3,2,1,Departamento
3300,71.4,66.4,3,2,0,Departamento
2400,68,68,3,2,1,Departamento
4990,1,100,3,2,0,Departamento
5100,1,100,3,2,2,Departamento
4320,140,140,2,2,1,Departamento
5850,125,125,4,2,2,Departamento
2900,49,49,1,1,0,Departamento
2181,54.71,51.62,3,1,0,Departamento
6000,102,102,3,2,2,Departamento
2600,54,54,2,1,1,Departamento
2850,55,55,3,2,1,Departamento
10650,188,188,3,3,2,Departamento
6900,140,131,4,3,1,Departamento
4800,94.14,72.93,3,2,0,Departamento
4800,101,93,3,2,1,Departamento
3500,158,78,3,2,1,Departamento
2900,73,73,3,2,0,Departamento
6300,121,121,3,2,1,Departamento
8500,165,165,4,4,2,Departamento
4100,95,85,3,2,1,Departamento
4200,74,71,3,2,2,Departamento
2484.382713,49,47,3,1,0,Departamento
2508,57,54,2,1,1,Departamento
4100,70,65,2,2,1,Departamento
6000,70,70,2,2,0,Departamento
4100,91,90,3,2,1,Departamento
10200,253.61,221.16,4,3,2,Departamento
2778.585929,52,50,3,2,0,Departamento
2950,48,48,2,1,1,Departamento
3000,49,49,2,1,1,Departamento
2647.828944,50,50,1,1,1,Departamento
2044,52.05,52.05,3,1,0,Departamento
3500,66,56,3,2,0,Departamento
4200,60,60,2,1,1,Departamento
7500,178,153,5,3,2,Departamento
5393.725626,9264,9256,3,2,1,Departamento
4562,75,75,2,1,0,Departamento
2500.727336,64,62,3,1,1,Departamento
6400,86.93,74.31,3,2,1,Departamento
2745.896682,57,57,2,1,1,Departamento
5400,97,77,3,2,1,Departamento
5990,99,99,4,3,1,Departamento
3600,5000,60,3,2,1,Departamento
2300,42,40,2,1,1,Departamento
3600,61.36,57.36,2,2,1,Departamento
2800,63,63,3,2,1,Departamento
2942.03216,45.54,37.96,1,1,1,Departamento
4300,90,85,3,2,1,Departamento
2826.117792,37.04,37,2,1,0,Departamento
6100,150,120,4,3,2,Departamento
5950,108,108,3,2,0,Departamento
7200,103.82,82.24,3,2,0,Departamento
2549.761205,64,64,3,2,1,Departamento
12500,165,165,3,3,2,Departamento
2600,65,65,3,1,1,Departamento
3500,89,65,2,2,1,Departamento
4200,86,80,2,2,0,Departamento
10400,180,139,3,3,2,Departamento
5590,73.51,63.51,2,2,2,Departamento
5500,97,97,3,2,1,Departamento
3600,80,76,3,2,1,Departamento
8600,170,140,4,4,1,Departamento
4500,62,62,2,2,1,Departamento
4500,80,80,3,2,1,Departamento
3900,77,70,2,2,1,Departamento
2700,47,47,2,1,0,Departamento
3600,60,60,3,2,1,Departamento
5400,110,110,2,2,1,Departamento
8100,158.29,121.02,3,2,1,Departamento
4500,96,81,3,2,2,Departamento
1946,42,40.5,1,1,1,Departamento
5430,120,100,4,3,0,Departamento
8390,140,140,4,4,2,Departamento
2800,63,60,3,1,1,Departamento
1700,55,55,3,1,1,Departamento
3100,74,66,3,2,1,Departamento
8390,168,140,4,4,2,Departamento
8280,180,180,4,2,2,Departamento
8500,186,186,4,3,0,Departamento
2348,54.17,54.17,3,1,0,Departamento
1961.354773,67,63,3,2,0,Departamento
3000,72,65,2,2,1,Departamento
2148,59.49,53.77,3,1,0,Departamento
4100,55,50,2,2,1,Departamento
2354,59.49,53.77,3,1,0,Departamento
2301,59.49,53.77,3,1,0,Departamento
3600,61,61,3,2,1,Departamento
6750,105,105,3,2,0,Departamento
2200,50,47,3,1,1,Departamento
2900,49,49,2,1,1,Departamento
1650,34,30,1,1,0,Departamento
3555,110,70,3,2,1,Departamento
2490,50,45,2,2,1,Departamento
2250,34,34,1,1,1,Departamento
3900,74,66,3,2,1,Departamento
2028,51.96,51.96,3,1,0,Departamento
2750,66,60,2,2,1,Departamento
6250,113,113,3,2,2,Departamento
2400,1,65,3,1,1,Departamento
4300,87,87,3,2,1,Departamento
3922.709546,66,66,3,2,1,Departamento
3450,70,65,3,2,1,Departamento
6000,104,64,2,1,1,Departamento
5700,95,75,2,2,1,Departamento
2288.247235,49,49,3,1,1,Departamento
3200,65,65,3,2,1,Departamento
4300,78,78,3,2,1,Departamento
5200,100,90,3,2,1,Departamento
2530,5216,5216,2,2,0,Departamento
2490,58,52,2,2,0,Departamento
8500,165,145,4,4,2,Departamento
4160,82,71,3,2,1,Departamento
2044,57,54,3,1,1,Departamento
2615.139697,62,62,3,2,1,Departamento
3450,62.8,60.8,2,2,1,Departamento
2700,49,49,2,2,1,Departamento
2181,54.71,51.62,3,1,0,Departamento
2300,53,49,2,1,1,Departamento
1490,52,52,3,2,1,Departamento
2348,60.84,54.17,3,1,0,Departamento
10990,200,200,4,3,0,Departamento
2182,54.71,51.62,3,1,0,Departamento
2800,62,62,3,1,1,Departamento
4600,67,67,3,2,1,Departamento
3850,64.69,64.69,3,2,1,Departamento
5800,82,82,3,2,1,Departamento
4300,87,76,3,2,1,Departamento
6200,120,120,4,3,1,Departamento
2615.139697,63,63,3,2,1,Departamento
2132,54.71,51.62,3,1,0,Departamento
2348,60.84,54.17,3,1,0,Departamento
1350,50,50,2,1,0,Departamento
2900,47,47,2,1,0,Departamento
3930,1,1,3,2,1,Departamento
4500,90,90,3,2,2,Departamento
2750,65,65,3,2,1,Departamento
3900,86,80,2,2,1,Departamento
2450,54,52,2,2,1,Departamento
10200,240,240,5,4,2,Departamento
11900,130,120,3,3,2,Departamento
2713.207436,64,62,3,2,0,Departamento
4077,70,70,2,2,0,Departamento
2770,56,56,3,1,1,Departamento
2181,54.71,51.62,3,1,0,Departamento
2890,70,70,3,2,1,Departamento
4800,91.2,88.2,3,2,1,Departamento
4600,9715,8324,2,2,2,Departamento
4250,90,90,3,2,2,Departamento
5200,1,78,2,2,2,Departamento
4200,60,60,2,1,1,Departamento
2850,67,67,3,1,1,Departamento
2028,57,54,3,1,1,Departamento
2650,54,52,3,1,0,Departamento
2402,60.84,54.17,3,1,0,Departamento
2582.450451,64,64,2,2,1,Departamento
2348,60.84,54.17,3,1,0,Departamento
3267,62.04,55.48,3,1,1,Departamento
2900,63,63,3,2,1,Departamento
3450,62.8,60.8,2,2,1,Departamento
6500,160.21,111.52,3,3,0,Departamento
10200,253.61,221.16,4,3,2,Departamento
2402,60.84,54.17,3,1,0,Departamento
2354,59.49,53.77,3,1,0,Departamento
3500,92,92,3,2,1,Departamento
3600,75,63.19,2,2,1,Departamento
6990,130,130,4,3,2,Departamento
3100,63,57,2,2,1,Departamento
5700,95,75,2,2,1,Departamento
2900,77.2,77.2,3,2,1,Departamento
3500,65.44,60.94,3,2,1,Departamento
3600,69,69,1,1,1,Departamento
5500,157,111,3,2,1,Departamento
2400,37,37,1,1,1,Departamento
4050,98,98,3,2,1,Departamento
3630,74,70,3,2,1,Departamento
2181,57,54,3,1,0,Departamento
2400,54,50,3,1,0,Departamento
6300,123,120,3,3,0,Departamento
7500,159,159,5,3,2,Departamento
2348,57,54,3,1,1,Departamento
2301,57,54,3,1,1,Departamento
2450,64,64,3,1,1,Departamento
2800,49,49,2,1,1,Departamento
4000,75.6,70,3,2,0,Departamento
1850,40,40,1,1,1,Departamento
6300,107,107,3,2,1,Departamento
2148,57,54,3,1,0,Departamento
2181,57,54,3,1,1,Departamento
2354,57,54,3,1,1,Departamento
2181,57,54,3,1,1,Departamento
2348,57,54,3,1,0,Departamento
1800,1,1,1,1,1,Departamento
2402,57,54,3,1,1,Departamento
2348,57,54,3,1,1,Departamento
2348,57,54,3,1,0,Departamento
1850,40,39,2,1,1,Departamento
3420,746,746,3,2,0,Departamento
7900,132,122,3,2,1,Departamento
2000,55,55,3,1,1,Departamento
8500,170,170,3,3,0,Departamento
2182,57,54,3,1,1,Departamento
3300,60,60,3,2,1,Departamento
3333,45,45,1,1,1,Departamento
2132,57,54,3,1,1,Departamento
3400,94,94,3,2,1,Departamento
3000,73,65,2,2,1,Departamento
2354,57,54,3,1,0,Departamento
4200,76,76,2,2,1,Departamento
2350,60,60,3,1,1,Departamento
6700,136.14,136.14,4,3,1,Departamento
2402,57,54,3,1,1,Departamento
3700,62,62,3,2,1,Departamento
3333,43,38.85,1,1,1,Departamento
5300,88,88,3,2,2,Departamento
2124.801004,74.06,70,3,1,0,Departamento
3100,70,70,3,2,1,Departamento
5400,110,110,2,2,1,Departamento
3350,72,68,2,1,0,Departamento
3027,47,47,2,1,1,Departamento
4800,91.02,80.15,3,2,1,Departamento
3800,70,65,2,2,1,Departamento
2800,44.57,42.7,2,1,0,Departamento
2124.801004,56,56,3,1,1,Departamento
4800,107.39,93.39,3,2,1,Departamento
4300,75,75,2,2,1,Departamento
5332,95,95,3,2,0,Departamento
5250,105,105,3,2,1,Departamento
3000,63.76,60,3,2,1,Departamento
3800,168,90,3,2,1,Departamento
3600,69,69,1,1,1,Departamento
2550,47,45,3,1,0,Departamento
3000,62,55,3,1,1,Departamento
3000,45,45,1,1,1,Departamento
3000,60,63,3,2,1,Departamento
4150,63,61,2,1,1,Departamento
2500,48,48,3,1,1,Departamento
3980,73,65,2,2,1,Departamento
3200,78,78,3,2,1,Departamento
3007.410652,73,65,3,1,0,Departamento
3500,74,70,3,2,1,Departamento
21000,210,180,5,4,3,Departamento
2100,76,70,2,2,0,Departamento
3600,80,70,2,2,0,Departamento
4169,70,70,2,2,0,Departamento
4950,110,100,4,3,1,Departamento
4700,80,80,3,2,2,Departamento
2900,62,62,3,2,1,Departamento
2909.342913,66,66,2,1,1,Departamento
2500,41.71,41.71,2,1,1,Departamento
2750,54,51,3,2,0,Departamento
2800,33,33,1,1,1,Departamento
3650,73,68,3,2,1,Departamento
3200,60,60,2,2,1,Departamento
6000,104,104,3,2,1,Departamento
2750,45,45,1,1,1,Departamento
2327,49,47,3,1,0,Departamento
4150,80,70,2,2,0,Departamento
2792,57,57,2,1,1,Departamento
3400,94,94,3,2,1,Departamento
3450,61,58,2,1,1,Departamento
1900,47,47,3,1,1,Departamento
4950,90,90,3,2,1,Departamento
4200,80,75,3,2,1,Departamento
2850,54,50,3,2,0,Departamento
2100,36,36,2,1,0,Departamento
2700,43,43,1,1,1,Departamento
3700,70,70,2,2,1,Departamento
4493,70,70,2,2,0,Departamento
2700,42,39,1,1,1,Departamento
2750,60,60,2,2,1,Departamento
4126,70,70,2,2,0,Departamento
2890,53,50,2,1,0,Departamento
1569.083818,51,47,3,1,0,Departamento
4208,70,70,2,2,0,Departamento
4250,70,70,2,2,0,Departamento
4850,88,80,3,2,2,Departamento
2250,36,34,1,1,1,Departamento
2900,66,64,2,1,1,Departamento
4431,70,70,2,2,0,Departamento
4376,70,70,2,2,0,Departamento
2900,39,39,1,1,0,Departamento
3450,55,55,3,2,1,Departamento
4294,70,70,2,2,0,Departamento
2850,64,64,3,2,1,Departamento
3000,63,60,3,1,1,Departamento
2850,56,54,3,2,0,Departamento
4290,70,70,2,2,0,Departamento
2600,54,52,2,1,0,Departamento
4416,70,70,2,2,0,Departamento
4457,70,70,2,2,0,Departamento
3200,53.2,53.2,2,1,1,Departamento
11800,191,191,3,3,0,Departamento
2650,66,63,2,2,0,Departamento
3300,70,60,3,2,1,Departamento
4331,70,70,2,2,0,Departamento
4500,85,85,2,2,1,Departamento
4457,70,70,2,2,0,Departamento
3000,49,49,2,1,1,Departamento
4500,55,55,2,1,0,Departamento
2950,66,66,2,1,1,Departamento
3220,78,72,3,2,1,Departamento
2402,60.84,54.17,3,1,0,Departamento
1961.354773,77,75,3,1,1,Departamento
3900,63,54,2,2,1,Departamento
2850,76,76,2,2,1,Departamento
2600,64,64,3,2,1,Departamento
2207,4228,4228,2,1,0,Departamento
3350,69,69,3,2,1,Departamento
1795,55.14,55.14,3,1,0,Departamento
2100,59,54,3,1,1,Departamento
3250,76,76,2,2,1,Departamento
1795,55.14,55.14,3,1,0,Departamento
1789,55.14,55.14,3,1,0,Departamento
3500,92,92,4,2,1,Departamento
2860,61,55,2,2,1,Departamento
8000,121,121,3,2,0,Departamento
4200,80,80,3,2,1,Departamento
2400,58,58,3,1,1,Departamento
8100,130,122,3,2,1,Departamento
2222.868743,52,52,3,1,1,Departamento
10500,105,100,4,3,2,Departamento
2700,53,53,2,2,1,Departamento
2666,63,63,3,2,1,Departamento
5557.171857,111,111,3,2,1,Departamento
5400,100,91,3,2,1,Departamento
2036,62,60,3,1,1,Departamento
1503.705326,50,50,3,1,1,Departamento
7845.419092,159,140,4,4,2,Departamento
3200,45,45,3,1,1,Departamento
8650,170,140,3,3,0,Departamento
2980,63,63,3,2,1,Departamento
2200,55,55,3,1,1,Departamento
4550,82,82,3,2,1,Departamento
2600,56.01,49.67,2,2,1,Departamento
5900,83.24,69.33,2,2,1,Departamento
3400,64,64,2,2,0,Departamento
2900,53,48,1,1,0,Departamento
11200,106,106,3,3,1,Departamento
3600,76,70,2,2,1,Departamento
2900,64,60,3,2,1,Departamento
3500,59,59,2,1,0,Departamento
3250,80,80,3,2,1,Departamento
2500,42,40,2,1,1,Departamento
3800,88,80,3,2,0,Departamento
10900,181.26,139.42,3,3,0,Departamento
7100,188,150,4,3,1,Departamento
3300,50,50,2,1,1,Departamento
4500,78,78,3,2,1,Departamento
2900,50,50,1,1,1,Departamento
2400,51,51,2,2,0,Departamento
1835,57,57,3,1,1,Departamento
3200,75,75,3,2,1,Departamento
3250,61,61,3,2,1,Departamento
4320,143,73,2,2,1,Departamento
1400,42,40,2,1,0,Departamento
6700,110,110,4,3,2,Departamento
2600,55,55,2,2,1,Departamento
3400,65,65,2,2,1,Departamento
3500,92,92,3,2,1,Departamento
5300,104,85,2,2,1,Departamento
3600,72,68,3,2,1,Departamento
3800,61.83,58.43,2,2,1,Departamento
2300,36.9,36.9,2,1,0,Departamento
2900,63,63,3,1,1,Departamento
2500,64,60,3,1,1,Departamento
8600,104,95,3,2,1,Departamento
3800,65,55,2,2,1,Departamento
2950,44,44,1,1,1,Departamento
6500,135,119,3,2,1,Departamento
6700,110,110,4,3,2,Departamento
9200,200,170,3,4,2,Departamento
2965,47,39,1,1,1,Departamento
3900,74,74,3,2,1,Departamento
5990,84,70,1,2,1,Departamento
5000,126,126,4,3,1,Departamento
8500,165,165,3,2,1,Departamento
2750,65,65,3,2,1,Departamento
2400,47,47,3,2,1,Departamento
6400,113,113,3,2,2,Departamento
9500,140,140,4,4,2,Departamento
2100,55,52,3,1,1,Departamento
4550,101,101,4,3,1,Departamento
2590,56,56,2,2,0,Departamento
8390,140,140,3,3,2,Departamento
10500,140,140,4,4,2,Departamento
3600,65,60,2,1,29,Departamento
2281.709386,52,50,2,1,1,Departamento
4200,78,74,3,2,1,Departamento
3800,65,55,2,2,1,Departamento
3100,60,60,1,1,1,Departamento
4000,58,55,3,2,1,Departamento
6900,99,89,3,2,1,Departamento
4700,89,80,2,2,1,Departamento
2600,63.02,63.02,3,2,1,Departamento
3450,70,70,3,2,1,Departamento
4350,82,82,3,2,1,Departamento
3680,54,54,3,2,0,Departamento
3598,74,67,3,2,1,Departamento
2300,50,50,1,1,1,Departamento
4800,97,97,3,2,1,Departamento
5000,83,80,3,2,1,Departamento
4500,68.63,68.63,2,2,1,Departamento
4000,78,70,2,2,1,Departamento
4100,67,60,2,2,1,Departamento
7800,120,100,3,2,0,Departamento
2550,50,47,3,2,0,Departamento
2402,57,57,3,1,1,Departamento
4500,60,60,2,1,1,Departamento
5250,76,76,2,2,1,Departamento
2182,57,57,3,1,1,Departamento
2148,57,57,3,1,0,Departamento
2181,57,57,3,1,1,Departamento
2044,57,57,3,1,1,Departamento
2028,57,57,3,1,1,Departamento
2348,57,57,3,1,1,Departamento
2132,57,57,3,1,1,Departamento
2354,57,57,3,1,1,Departamento
2181,57,57,3,1,1,Departamento
2354,57,57,3,1,1,Departamento
2348,57,57,3,1,1,Departamento
4600,64,56,2,2,1,Departamento
2181,57,57,3,1,1,Departamento
2348,57,57,3,1,1,Departamento
3100,73.94,66.44,3,2,1,Departamento
2402,57,57,3,1,1,Departamento
2348,57,57,3,1,1,Departamento
2301,57,57,3,1,1,Departamento
1628,57,57,3,1,1,Departamento
3500,92,92,3,2,1,Departamento
2990,45,41,1,1,0,Departamento
2500,60,48,2,1,1,Departamento
2950,66,66,2,1,1,Departamento
6500,133.6,111.5,4,3,1,Departamento
4300,65.05,65.05,2,2,1,Departamento
3250,76,76,2,2,1,Departamento
4000,87.7,87.7,2,2,1,Departamento
1144.123618,32,30,1,1,0,Departamento
2300,36.9,36.9,2,1,0,Departamento
4300,67,67,3,2,0,Departamento
5000,120,120,3,2,1,Departamento
1790,47,47,3,1,1,Departamento
2990,60,60,2,2,1,Departamento
4400,75,75,3,2,1,Departamento
2200,60,60,3,2,1,Departamento
6900,150,137,4,3,2,Departamento
3500,70,70,2,1,0,Departamento
2300,62,62,3,1,0,Departamento
2600,58,58,3,1,1,Departamento
2100,44,44,2,1,1,Departamento
2500,56,54,3,2,1,Departamento
2350,41.7,41.7,2,1,1,Departamento
3250,61.25,56,2,2,1,Departamento
5400,104,93,2,2,1,Departamento
5500,106.5,99.5,3,2,1,Departamento
5600,115,100,4,3,2,Departamento
4800,90,90,3,2,1,Departamento
4000,106,106,3,2,1,Departamento
4086.155777,84,84,2,2,2,Departamento
7000,110,110,3,2,2,Departamento
5500,108,101,3,2,1,Departamento
3800,55,55,2,2,1,Departamento
6630,98,98,3,2,1,Departamento
2847,50,43.18,2,2,0,Departamento
2500,67,63,3,2,1,Departamento
2450,60,60,3,2,1,Departamento
1835,55.14,52.05,3,1,0,Departamento
2100,53,50,2,1,1,Departamento
1650,34,34,1,1,0,Departamento
3800,86,74,3,2,1,Departamento
6500,120,120,3,2,1,Departamento
1850,70,60,3,1,1,Departamento
3063,50,50,2,1,1,Departamento
3063,50,50,2,1,1,Departamento
1800,33,33,1,1,0,Departamento
5800,90,90,3,2,1,Departamento
7800,120,120,3,2,1,Departamento
4000,78,70,2,2,1,Departamento
2200,65,65,3,1,0,Departamento
3800,55,55,2,2,1,Departamento
3100,88,79,3,2,1,Departamento
5250,93,93,3,2,1,Departamento
3500,87,87,3,2,1,Departamento
2200,41.24,38.55,2,1,1,Departamento
2059.422512,82,78,3,1,1,Departamento
3980,68,66,2,1,1,Departamento
2713.207436,70,70,3,2,1,Departamento
3050,88,79,3,2,1,Departamento
2847,50,43.18,2,2,0,Departamento
4000,67,65,3,2,1,Departamento
3500,80,80,3,2,1,Departamento
2000,46,46,1,1,1,Departamento
3175,103.52,84.46,3,2,1,Departamento
6000,98,82,3,2,1,Departamento
2800,66,60,2,1,0,Departamento
3400,94,94,3,2,1,Departamento
4300,90,90,3,2,1,Departamento
5500,141,141,3,3,0,Departamento
3120,70,78,3,1,1,Departamento
3350,54,54,2,1,0,Departamento
4300,81,72,2,2,2,Departamento
2300,36,36,2,1,0,Departamento
3900,98,98,3,2,0,Departamento
2780,55,55,3,2,1,Departamento
5500,76.3,76.3,2,2,1,Departamento
4500,80,80,3,2,1,Departamento
3328,80,80,3,2,1,Departamento
3550,61,61,3,2,1,Departamento
3590,66,66,2,2,1,Departamento
2000,57,57,2,1,0,Departamento
3600,64,64,2,2,1,Departamento
2700,78,78,3,2,0,Departamento
12000,170,170,4,3,1,Departamento
4300,67,67,3,2,1,Departamento
2430,70,3,3,2,1,Departamento
3328,74,74,2,2,1,Departamento
2192,37,37,1,1,0,Departamento
3200,76,70,2,2,0,Departamento
1242.191356,62,60,3,1,1,Departamento
2683,50.92,50.92,2,2,0,Departamento
2300,46,46,2,2,1,Departamento
2778.585929,64,64,3,1,1,Departamento
2700,52,52,3,1,1,Departamento
3950,40,40,3,1,1,Departamento
3003,60.45,60.45,3,1,1,Departamento
3400,88,79,3,2,1,Departamento
2192,37,37,1,1,0,Departamento
2800,61,61,2,2,1,Departamento
8750,140,140,4,4,0,Departamento
3650,67,67,2,1,1,Departamento
1961.354773,59,58,3,1,1,Departamento
1524,20.6,20.6,1,1,0,Departamento
3000,80,80,3,2,1,Departamento
7700,176,169,4,3,2,Departamento
8500,170,140,4,4,1,Departamento
3200,57.36,57.36,2,2,1,Departamento
9500,178,178,3,3,1,Departamento
3108,66.13,58.85,3,1,1,Departamento
3192,41.46,41.46,1,1,0,Departamento
2600,40,2,3,1,1,Departamento
1790,47,47,3,1,1,Departamento
3450,70,70,3,2,1,Departamento
3500,67,65,2,2,1,Departamento
2100,52,52,2,1,1,Departamento
17000,1168,698,12,20,10,Departamento
2800,69,69,3,1,1,Departamento
4350,86,86,3,2,1,Departamento
2991.066029,64,57,2,2,1,Departamento
11300,140,110,3,2,1,Departamento
6200,250,130,4,3,2,Departamento
2100,47,47,3,1,1,Departamento
1830.597788,59,2,3,1,1,Departamento
3170,46,46,3,1,1,Departamento
3000,58,56,3,1,1,Departamento
2000,55,55,3,1,1,Departamento
13000,185,135,4,3,2,Departamento
3350,69,66,3,2,1,Departamento
2450,65,65,3,1,1,Departamento
7000,150,150,4,3,1,Departamento
1952,45,45,2,1,1,Departamento
2100,72,72,3,1,1,Departamento
3100,45,45,3,1,1,Departamento
3600,74,74,3,2,1,Departamento
1700,55,55,3,1,1,Departamento
1670,34.96,34.96,1,1,0,Departamento
1670,34.96,34.96,1,1,0,Departamento
13000,140,120,4,3,2,Departamento
3800,79,79,2,1,0,Departamento
4903.386933,66,66,2,2,1,Departamento
2950,34,34,1,1,1,Departamento
6210.956782,91.22,91.22,2,2,1,Departamento
6400,97,77,2,2,1,Departamento
5400,63.44,52.32,2,2,1,Departamento
12300,156,156,4,4,2,Departamento
4413.04824,70,65,3,2,1,Departamento
11900,158,158,3,3,3,Departamento
8000,137,117,3,3,2,Departamento
4249.602008,69.9,69.9,3,2,1,Departamento
